NOC,Description,Industry,Variable,Geographic Area,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,1st  5-year CAGR,2nd 5-year CAGR,10-year CAGR
#1422,"Data entry clerks										","Broadcasting, data processing, and information",Employment,British Columbia,137.91,144.07,148.46,151.7,154.03,155.75,158.44,160.9,162.99,164.83,166.68,2.50%,1.40%,1.90%
#1422,"Data entry clerks										",Finance,Employment,British Columbia,242.13,248.07,253.03,256.92,260.18,262.66,265.57,268.53,271.34,274.12,277.13,1.60%,1.10%,1.40%
#1422,"Data entry clerks										",Insurance carriers and related activities,Employment,British Columbia,174.99,176.99,179.23,181.31,183.4,185.39,187.39,189.41,191.36,193.35,195.52,1.20%,1.10%,1.10%
#1422,"Data entry clerks										",Real estate rental and leasing,Employment,British Columbia,71.18,70.63,70.78,71.2,71.89,72.79,73.53,74.26,75.01,75.81,76.7,0.40%,1.10%,0.70%
#1422,"Data entry clerks										","Architectural, engineering and related services",Employment,British Columbia,30.46,31.76,32.75,33.51,34.25,35.11,35.96,36.74,37.44,38.07,38.72,2.90%,2.00%,2.40%
#1422,"Data entry clerks										",Computer systems design and related services,Employment,British Columbia,104.49,107.13,110.24,113.11,115.82,120.01,124.85,130.13,135.44,141.07,146.38,2.80%,4.10%,3.40%
#1422,"Data entry clerks										","Management, scientific and technical consulting services",Employment,British Columbia,66.87,68.31,69.61,70.85,72.2,73.58,75.08,76.51,77.78,78.83,79.93,1.90%,1.70%,1.80%
#1422,"Data entry clerks										","Legal, accounting, design, research, and advertising services",Employment,British Columbia,262.67,264.89,269.64,275.98,282.4,287.25,292.78,297.61,302.01,304.77,309.09,1.80%,1.50%,1.60%
#1422,"Data entry clerks										",Management of companies and enterprises & administrative and support,Employment,British Columbia,252,255.87,260.23,264.23,268.49,271.99,275.77,278.69,280.18,281.52,282.14,1.50%,0.70%,1.10%
#1422,"Data entry clerks										",Elementary and secondary schools,Employment,British Columbia,39.81,40.09,40.25,40.49,40.81,41.15,41.46,41.72,42.01,42.34,42.74,0.70%,0.80%,0.70%
#1422,"Data entry clerks										",Community colleges,Employment,British Columbia,28.72,28.92,29.21,29.54,29.83,30,30.24,29.99,29.71,29.46,29.47,0.90%,-0.40%,0.30%
#1422,"Data entry clerks										",Universities,Employment,British Columbia,78.39,78.43,78.7,78.97,79.18,79.35,79.92,80.65,81.7,83.01,84.37,0.20%,1.20%,0.70%
#1422,"Data entry clerks										",Private and  trades education,Employment,British Columbia,41.05,40.51,40.54,40.51,40.3,40,39.79,39.71,39.78,40.02,40.08,-0.50%,0.00%,-0.20%
#1422,"Data entry clerks										",Ambulatory health care services,Employment,British Columbia,168.6,172.14,176.14,180.2,184.27,188.53,193.06,197.41,201.98,206.71,211.6,2.30%,2.30%,2.30%
#1422,"Data entry clerks										",Hospitals,Employment,British Columbia,192.96,195.09,197.68,199.99,202.02,204.1,206.37,208.84,211.66,214.67,217.8,1.10%,1.30%,1.20%
#1422,"Data entry clerks										",Nursing and residential care facilities,Employment,British Columbia,40.24,41.59,43.09,44.67,46.27,47.92,49.65,51.47,53.43,55.51,57.67,3.60%,3.80%,3.70%
#1422,"Data entry clerks										",Social assistance,Employment,British Columbia,27,27.21,27.31,27.39,27.77,28.15,28.53,28.94,29.36,29.8,30.21,0.80%,1.40%,1.10%
#1422,"Data entry clerks										",Heritage institutions,Employment,British Columbia,8.09,8.8,9.04,9.15,9.27,9.52,9.68,9.8,9.92,10.05,10.18,3.30%,1.30%,2.30%
#1422,"Data entry clerks										",Accommodation services,Employment,British Columbia,33.71,34.64,35.24,35.76,36.25,36.71,37.19,37.66,38.09,38.5,38.91,1.70%,1.20%,1.40%
#1422,"Data entry clerks										",Food services and drinking places,Employment,British Columbia,17.9,18.39,18.75,19.04,19.24,19.51,19.86,20.2,20.52,20.81,21.1,1.70%,1.60%,1.70%
#1422,"Data entry clerks										","Repair, personal and non-profit services",Employment,British Columbia,111.33,113.65,115.41,116.53,117.88,119.17,120.55,122.02,123.04,123.86,124.65,1.40%,0.90%,1.10%
#1422,"Data entry clerks										",Federal government public administration,Employment,British Columbia,250.81,253.18,256.01,258.97,261.78,264.99,267.31,269.7,272.68,276.27,279.84,1.10%,1.10%,1.10%
#1422,"Data entry clerks										",Provincial and territorial public administration,Employment,British Columbia,97.75,98.51,99.28,100.13,100.95,101.75,102.6,103.5,104.4,105.31,106.21,0.80%,0.90%,0.80%
#1422,"Data entry clerks										",Local and indigenous public administration,Employment,British Columbia,90.62,91.42,91.99,92.65,93.3,94.12,95.31,96.59,97.98,99.33,100.71,0.80%,1.40%,1.10%
#1423,"Desktop publishing operators and related occupations						",All industries,Employment,British Columbia,287.28,292.14,298.04,302.71,307.88,313.96,321.15,327,331.9,336.02,340.21,1.80%,1.60%,1.70%
#1423,"Desktop publishing operators and related occupations						",Mining     ,Employment,British Columbia,18.23,18.5,19.34,19.21,19.99,20.97,22.91,23.79,24.13,23.98,23.72,2.80%,2.50%,2.70%
#1423,"Desktop publishing operators and related occupations						",Other Manufacturing,Employment,British Columbia,18.65,18.45,18.41,18.3,18.17,18.08,18.1,18.12,18.15,18.11,18.06,-0.60%,0.00%,-0.30%
#1423,"Desktop publishing operators and related occupations						",Other retail trade (excluding cars and personal care) ,Employment,British Columbia,23.2,23.25,23.35,23.46,23.59,23.75,23.99,24.18,24.32,24.42,24.5,0.50%,0.60%,0.50%
#1423,"Desktop publishing operators and related occupations						",Support activities for transportation,Employment,British Columbia,11.05,11.39,11.61,11.76,11.92,12.22,12.46,12.69,12.85,13,13.15,2.00%,1.50%,1.80%
#1423,"Desktop publishing operators and related occupations						","Transit, sightseeing, and pipeline transportation",Employment,British Columbia,8.45,8.8,9.2,9.48,9.73,9.86,10.12,10.37,10.56,10.72,10.85,3.10%,1.90%,2.50%
#1423,"Desktop publishing operators and related occupations						",Warehousing and storage,Employment,British Columbia,13.79,13.15,12.99,13,13.11,13.42,13.67,13.91,14.09,14.25,14.42,-0.50%,1.40%,0.40%
#1423,"Desktop publishing operators and related occupations						",Publishing industries,Employment,British Columbia,53.94,55.62,57.09,58.55,59.46,60.87,61.88,62.75,63.58,64.44,65.34,2.40%,1.40%,1.90%
#1423,"Desktop publishing operators and related occupations						",Motion picture and sound recording industries,Employment,British Columbia,33.02,34.24,35.43,36.62,37.8,39.05,40.47,41.88,43.24,44.59,45.97,3.40%,3.30%,3.40%
#1423,"Desktop publishing operators and related occupations						",Computer systems design and related services,Employment,British Columbia,12.14,12.47,12.84,13.13,13.41,13.83,14.37,14.99,15.62,16.32,16.93,2.60%,4.10%,3.40%
#1423,"Desktop publishing operators and related occupations						","Legal, accounting, design, research, and advertising services",Employment,British Columbia,36.17,36.65,37.5,38.44,39.37,39.94,40.64,41.25,41.78,42.07,42.53,2.00%,1.30%,1.60%
#1423,"Desktop publishing operators and related occupations						",Management of companies and enterprises & administrative and support,Employment,British Columbia,13.72,13.75,13.93,14.12,14.4,14.65,14.85,15.03,15.19,15.33,15.46,1.30%,1.10%,1.20%
#1423,"Desktop publishing operators and related occupations						",Private and  trades education,Employment,British Columbia,14.23,14.28,14.29,14.24,14.18,14.07,14.02,13.99,13.99,14,14.06,-0.20%,0.00%,-0.10%
#1423,"Desktop publishing operators and related occupations						",Hospitals,Employment,British Columbia,13.73,13.87,14.05,14.21,14.36,14.53,14.72,14.9,15.08,15.27,15.47,1.10%,1.30%,1.20%
#1423,"Desktop publishing operators and related occupations						",Heritage institutions,Employment,British Columbia,8.09,8.8,9.04,9.15,9.27,9.52,9.68,9.8,9.92,10.05,10.18,3.30%,1.30%,2.30%
#1423,"Desktop publishing operators and related occupations						",Provincial and territorial public administration,Employment,British Columbia,8.85,8.92,8.99,9.06,9.13,9.19,9.26,9.34,9.41,9.49,9.56,0.80%,0.80%,0.80%
#1431,"Accounting and related clerks									",All industries,Employment,British Columbia,19516.12,19728.6,19948.76,20179.24,20410.58,20662.91,20946.43,21197.39,21425.68,21617.03,21823.96,1.10%,1.10%,1.10%
#1431,"Accounting and related clerks									",Farms,Employment,British Columbia,107.46,108.08,108.33,108.54,108.73,109.03,109.34,109.51,109.64,109.67,109.79,0.30%,0.10%,0.20%
#1431,"Accounting and related clerks									",Forestry and logging,Employment,British Columbia,58.04,56.72,56.21,55.25,54.61,54.05,53.64,52.57,50.83,49.74,49.4,-1.40%,-1.80%,-1.60%
#1431,"Accounting and related clerks									","Fishing, hunting and trapping",Employment,British Columbia,7.22,6.95,7.15,7.09,7.15,7.16,7.49,7.66,7.61,7.52,7.42,-0.20%,0.70%,0.30%
#1431,"Accounting and related clerks									",Support activities for agriculture and forestry,Employment,British Columbia,38.1,36.89,35.47,34.16,33.51,33.6,33.83,33.48,33.03,32.73,32.53,-2.50%,-0.60%,-1.60%
#1431,"Accounting and related clerks									",Oil and gas extraction,Employment,British Columbia,47.03,51.06,54.73,60.01,59.9,59.79,59.69,60.02,59.93,59.85,60.19,4.90%,0.10%,2.50%
#1431,"Accounting and related clerks									",Mining     ,Employment,British Columbia,106.82,108.24,111.3,111.14,114.29,117.17,124.7,127.92,128.91,127.67,125.6,1.90%,1.40%,1.60%
#1431,"Accounting and related clerks									",Support activities for mining and oil and gas extraction,Employment,British Columbia,76.98,78.75,79.8,78.68,78.15,78.39,79.37,79.23,77.96,77.29,76.12,0.40%,-0.60%,-0.10%
#1431,"Accounting and related clerks									",Utilities,Employment,British Columbia,159.54,160.89,161.76,162.36,162.74,163.32,164.53,166.2,166.61,166.78,166.93,0.50%,0.40%,0.50%
#1431,"Accounting and related clerks									",Construction,Employment,British Columbia,1447.35,1409.84,1382.24,1373.79,1375.49,1393.95,1411.17,1421.2,1434.54,1437.79,1438.57,-0.70%,0.60%,-0.10%
#1431,"Accounting and related clerks									","Food, beverage and tobacco manufacturing",Employment,British Columbia,268.31,271.19,273.87,276.68,279.66,282.71,285.4,288.2,290.92,293.75,296.46,1.10%,1.00%,1.00%
#1431,"Accounting and related clerks									",Wood product manufacturing,Employment,British Columbia,215.76,218.03,217.46,217.25,215.73,215.15,214.45,212.94,211.71,210.33,208.56,-0.10%,-0.60%,-0.30%
#1431,"Accounting and related clerks									",Paper manufacturing,Employment,British Columbia,48.08,47.33,46.77,46.34,45.86,45.02,44.53,44.15,43.62,43.13,42.75,-1.30%,-1.00%,-1.20%
#1431,"Accounting and related clerks									",Primary metal manufacturing,Employment,British Columbia,29.12,32.07,31.91,31.95,31.41,31.52,31.55,31.43,31.41,31.46,31.6,1.60%,0.10%,0.80%
#1431,"Accounting and related clerks									",Fabricated metal product manufacturing,Employment,British Columbia,117.05,119.28,120.51,121.05,121.17,121.06,121.41,121.79,122.15,122.31,122.42,0.70%,0.20%,0.40%
#1431,"Accounting and related clerks									",Machinery manufacturing,Employment,British Columbia,144.13,143.46,142.82,142.29,142.15,142.56,142.82,142.98,143.15,143.26,143.4,-0.20%,0.10%,-0.10%
#1431,"Accounting and related clerks									",Ship and boat building,Employment,British Columbia,41,41.96,42.76,43.64,44.47,45.26,45.68,46.14,46.59,47,47.51,2.00%,1.00%,1.50%
#1431,"Accounting and related clerks									",Transportation equipment manufacturing (excluding shipbuilding),Employment,British Columbia,43.36,45.71,46.22,46.17,46.19,46.62,46.74,46.78,46.87,46.96,47.07,1.50%,0.20%,0.80%
#1431,"Accounting and related clerks									",Other Manufacturing,Employment,British Columbia,650.25,647.25,647.32,644.74,641.44,639.43,640.5,642.13,643.46,642.7,641.96,-0.30%,0.10%,-0.10%
#1431,"Accounting and related clerks									",Wholesale trade,Employment,British Columbia,1563.28,1597.93,1618.03,1632.85,1645.26,1657.95,1674.51,1688.03,1698.62,1706.48,1713.67,1.20%,0.70%,0.90%
#1431,"Accounting and related clerks									",Motor vehicle and parts dealers,Employment,British Columbia,531.36,542.6,551.11,558.54,563.38,569.77,577.28,583.95,590.52,596.76,602.93,1.40%,1.10%,1.30%
#1431,"Accounting and related clerks									",Health and personal care stores,Employment,British Columbia,110.39,112.19,113.28,114.2,114.98,115.76,116.88,117.82,118.54,119.04,119.49,1.00%,0.60%,0.80%
#1431,"Accounting and related clerks									",Other retail trade (excluding cars and personal care) ,Employment,British Columbia,1127.3,1134.76,1140.16,1147.06,1154.25,1162.37,1172.5,1180.54,1186.67,1190.95,1194.79,0.60%,0.60%,0.60%
#1431,"Accounting and related clerks									",Air transportation,Employment,British Columbia,95.48,95.95,97.38,98.65,99.84,101.63,103.4,105.14,106.41,107.53,108.68,1.30%,1.40%,1.30%
#1431,"Accounting and related clerks									",Water transportation,Employment,British Columbia,41.56,41.77,41.98,42.15,42.36,42.6,42.89,43.14,43.44,43.64,43.97,0.50%,0.60%,0.60%
#1431,"Accounting and related clerks									",Truck transportation,Employment,British Columbia,472.47,480.04,489.47,497,503.63,512.65,521.75,530.52,536.89,542.44,548.14,1.60%,1.30%,1.50%
#1431,"Accounting and related clerks									",Support activities for transportation,Employment,British Columbia,359.79,370.87,378.13,383.4,388.13,397.01,404.5,411.25,416.3,420.95,425.83,2.00%,1.40%,1.70%
#1431,"Accounting and related clerks									","Postal service, couriers and messengers",Employment,British Columbia,82.8,84.36,84.72,84.87,85.76,88.54,90.14,91.47,92.54,93.66,94.86,1.30%,1.40%,1.40%
#1431,"Accounting and related clerks									","Transit, sightseeing, and pipeline transportation",Employment,British Columbia,125.27,125.17,126.94,128.92,130.66,133.16,135.89,138.48,140.29,141.89,143.42,1.20%,1.50%,1.40%
#1431,"Accounting and related clerks									",Warehousing and storage,Employment,British Columbia,114.75,110.1,108.32,107.83,108.62,111.57,113.5,115.22,116.58,117.94,119.38,-0.60%,1.40%,0.40%
#1431,"Accounting and related clerks									",Publishing industries,Employment,British Columbia,78.4,81.37,84.19,87.08,88.39,90.55,92.1,93.36,94.52,95.7,96.94,2.90%,1.40%,2.10%
#1431,"Accounting and related clerks									",Motion picture and sound recording industries,Employment,British Columbia,151.9,157.5,163,168.43,173.87,179.63,186.17,192.67,198.92,205.11,211.48,3.40%,3.30%,3.40%
#1431,"Accounting and related clerks									",Telecommunications,Employment,British Columbia,123.86,124.47,125.18,126.48,126.39,126.67,128.86,129.38,131.12,132.89,134.72,0.40%,1.20%,0.80%
#1431,"Accounting and related clerks									","Broadcasting, data processing, and information",Employment,British Columbia,47.69,49.12,50.41,51.5,52.4,53.13,54.11,55.05,55.88,56.62,57.35,2.20%,1.50%,1.90%
#1431,"Accounting and related clerks									",Finance,Employment,British Columbia,1020.23,1046.08,1066.88,1083.07,1096.86,1107.68,1119.97,1132.4,1143.97,1155.37,1167.59,1.70%,1.10%,1.40%
#1431,"Accounting and related clerks									",Insurance carriers and related activities,Employment,British Columbia,331.72,336.06,340.48,344.46,348.44,352.19,355.91,359.63,363.17,366.75,370.66,1.20%,1.00%,1.10%
#1431,"Accounting and related clerks									",Real estate rental and leasing,Employment,British Columbia,716.92,712.87,715.04,719.83,727.14,736.45,744.52,752.39,760.07,768.05,776.69,0.50%,1.10%,0.80%
#1431,"Accounting and related clerks									","Architectural, engineering and related services",Employment,British Columbia,352.75,366.76,376.83,384.75,392.83,402.23,411.21,419.4,426.69,433.41,440.23,2.70%,1.80%,2.20%
#1431,"Accounting and related clerks									",Computer systems design and related services,Employment,British Columbia,273.38,280.25,288.36,295.6,302.54,313.06,325.6,339.44,353.43,368.39,382.28,2.70%,4.10%,3.40%
#1431,"Accounting and related clerks									","Management, scientific and technical consulting services",Employment,British Columbia,201.38,205.43,209.44,213.29,217.28,221.25,225.72,229.99,233.72,236.72,239.81,1.90%,1.60%,1.80%
#1431,"Accounting and related clerks									","Legal, accounting, design, research, and advertising services",Employment,British Columbia,3208.38,3246.98,3308.89,3385.57,3462.93,3519.78,3584.85,3642.16,3694.07,3727.01,3778.1,1.90%,1.40%,1.60%
#1431,"Accounting and related clerks									",Management of companies and enterprises & administrative and support,Employment,British Columbia,714.68,726.29,738.94,750.42,762.34,772.13,782.79,790.82,794.77,798.35,799.83,1.60%,0.70%,1.10%
#1431,"Accounting and related clerks									",Elementary and secondary schools,Employment,British Columbia,197.52,198.73,199.58,200.87,202.59,204.37,205.94,207.02,208.16,209.62,211.5,0.70%,0.70%,0.70%
#1431,"Accounting and related clerks									",Community colleges,Employment,British Columbia,83.6,84,84.65,85.29,85.89,86.33,87.04,87.16,87.41,87.82,88.55,0.60%,0.50%,0.60%
#1431,"Accounting and related clerks									",Universities,Employment,British Columbia,305.38,305.44,306.31,307.16,307.82,308.53,310.78,313.69,317.76,322.84,328.08,0.20%,1.20%,0.70%
#1431,"Accounting and related clerks									",Private and  trades education,Employment,British Columbia,121.03,121.13,122.03,122.62,122.6,122.21,122.29,122.38,123.1,124.32,124.91,0.20%,0.40%,0.30%
#1431,"Accounting and related clerks									",Ambulatory health care services,Employment,British Columbia,377.69,385.59,394.16,402.86,411.3,420.2,429.44,438.97,449.29,460.11,471.29,2.20%,2.30%,2.20%
#1431,"Accounting and related clerks									",Hospitals,Employment,British Columbia,286.4,289.58,293.45,296.84,299.85,302.96,306.4,310.12,314.29,318.74,323.35,1.10%,1.30%,1.20%
#1431,"Accounting and related clerks									",Nursing and residential care facilities,Employment,British Columbia,146.27,151.13,156.42,161.87,167.43,173.18,179.28,185.75,192.74,200.11,207.79,3.40%,3.70%,3.60%
#1431,"Accounting and related clerks									",Social assistance,Employment,British Columbia,162.97,164.49,165.4,166.37,169.06,171.71,174.34,176.32,178.31,180.35,182.64,1.10%,1.20%,1.10%
#1431,"Accounting and related clerks									","Performing arts, spectator sports and related industries",Employment,British Columbia,31.98,32.23,32.56,32.93,33.33,33.82,34.39,34.92,35.38,35.8,36.23,1.10%,1.40%,1.30%
#1431,"Accounting and related clerks									","Amusement, gambling and recreation industries",Employment,British Columbia,165.49,167.04,169.36,172.24,174.98,177.48,180.6,183.61,186.3,188.77,191.25,1.40%,1.50%,1.50%
#1431,"Accounting and related clerks									",Heritage institutions,Employment,British Columbia,26.96,28.4,29.06,29.49,29.97,30.66,31.18,31.62,32.03,32.44,32.85,2.60%,1.40%,2.00%
#1431,"Accounting and related clerks									",Accommodation services,Employment,British Columbia,184.27,188.22,190.87,194.01,196.81,199.27,202.28,205.12,207.86,210.56,213.3,1.60%,1.40%,1.50%
#1431,"Accounting and related clerks									",Food services and drinking places,Employment,British Columbia,140.56,144.5,147.35,149.59,151.15,153.07,155.77,158.37,160.71,162.89,165.1,1.70%,1.50%,1.60%
#1431,"Accounting and related clerks									","Repair, personal and non-profit services",Employment,British Columbia,491.78,501.8,509.52,514.37,520.14,525.53,531.18,537.26,541.17,544.22,547.18,1.30%,0.80%,1.10%
#1431,"Accounting and related clerks									",Federal government public administration,Employment,British Columbia,371.83,375.35,379.68,384.15,388.35,393.26,396.66,400.09,404.44,409.77,415.08,1.10%,1.10%,1.10%
#1431,"Accounting and related clerks									",Provincial and territorial public administration,Employment,British Columbia,423.66,426.8,429.91,433.33,436.7,439.97,443.57,447.38,451.18,455,458.8,0.80%,0.80%,0.80%
#1431,"Accounting and related clerks									",Local and indigenous public administration,Employment,British Columbia,547.39,551.57,554.65,558.17,561.67,566.78,573.36,581.01,589.48,598.11,606.97,0.70%,1.40%,1.00%
#1432,"Payroll clerks											",All industries,Employment,British Columbia,4866.04,4913.9,4959.66,5012.42,5066.3,5128.98,5194.99,5251.69,5305.14,5352.35,5402.89,1.10%,1.00%,1.10%
#1432,"Payroll clerks											",Farms,Employment,British Columbia,13.12,13.3,13.32,13.35,13.35,13.41,13.48,13.52,13.57,13.61,13.67,0.40%,0.40%,0.40%
#1432,"Payroll clerks											",Forestry and logging,Employment,British Columbia,54.34,53.28,52.53,51.58,50.85,49.98,49.3,46.66,44.54,42.76,42.34,-1.70%,-3.30%,-2.50%
#1432,"Payroll clerks											",Oil and gas extraction,Employment,British Columbia,20.96,20.79,21.31,22.35,22.22,22.09,22.16,22.39,22.47,22.55,22.77,1.10%,0.60%,0.80%
#1432,"Payroll clerks											",Mining     ,Employment,British Columbia,24.85,24.95,24.67,24.49,24.47,24.35,24.53,25.01,25.09,25.18,24.86,-0.40%,0.40%,0.00%
#1432,"Payroll clerks											",Support activities for mining and oil and gas extraction,Employment,British Columbia,31.3,32.21,33.15,33.43,33.73,33.45,34.35,34.09,33.61,32.81,31.86,1.30%,-1.00%,0.20%
#1432,"Payroll clerks											",Utilities,Employment,British Columbia,17.04,17.14,17.21,17.25,17.28,17.33,17.45,17.63,17.68,17.7,17.71,0.30%,0.40%,0.40%
#1432,"Payroll clerks											",Construction,Employment,British Columbia,488.45,477.58,467.84,467.05,469.12,476.26,481.73,485.05,487.88,486.45,484.43,-0.50%,0.30%,-0.10%
#1432,"Payroll clerks											","Food, beverage and tobacco manufacturing",Employment,British Columbia,56.15,57.01,57.8,58.47,59.16,59.88,60.46,61.06,61.64,62.24,62.8,1.30%,1.00%,1.10%
#1432,"Payroll clerks											",Wood product manufacturing,Employment,British Columbia,133.78,135.21,134.93,134.84,133.77,133.32,132.82,131.79,130.9,130.01,128.9,-0.10%,-0.70%,-0.40%
#1432,"Payroll clerks											",Paper manufacturing,Employment,British Columbia,21.24,21.12,20.9,20.6,20.4,20.18,19.99,19.72,19.44,19.28,19.16,-1.00%,-1.00%,-1.00%
#1432,"Payroll clerks											",Primary metal manufacturing,Employment,British Columbia,19.54,21.11,20.58,20.4,19.79,19.93,19.91,19.71,19.64,19.66,19.78,0.40%,-0.20%,0.10%
#1432,"Payroll clerks											",Machinery manufacturing,Employment,British Columbia,51.47,50.89,50.53,50.23,50.12,50.28,50.38,50.45,50.56,50.63,50.7,-0.50%,0.20%,-0.20%
#1432,"Payroll clerks											",Ship and boat building,Employment,British Columbia,16.06,16.41,16.73,17.03,17.43,17.76,17.94,18.15,18.35,18.52,18.74,2.00%,1.10%,1.60%
#1432,"Payroll clerks											",Other Manufacturing,Employment,British Columbia,131.15,131.15,131.79,131.91,132.3,133.12,133.51,133.8,133.95,133.8,134.06,0.30%,0.10%,0.20%
#1432,"Payroll clerks											",Wholesale trade,Employment,British Columbia,119.44,121.67,123.07,124.22,125.25,126.41,127.8,128.7,129.56,130.17,130.72,1.10%,0.70%,0.90%
#1432,"Payroll clerks											",Motor vehicle and parts dealers,Employment,British Columbia,67.82,68.99,69.98,70.81,71.39,72.17,73.06,73.89,74.63,75.35,76.12,1.30%,1.10%,1.20%
#1432,"Payroll clerks											",Health and personal care stores,Employment,British Columbia,23,23.12,23.4,23.75,23.92,23.83,23.93,24.04,24.08,24.1,24.17,0.70%,0.30%,0.50%
#1432,"Payroll clerks											",Other retail trade (excluding cars and personal care) ,Employment,British Columbia,276.79,278.35,279.83,281.61,283.59,285.74,288.41,290.43,292.07,293.19,294.17,0.60%,0.60%,0.60%
#1432,"Payroll clerks											",Air transportation,Employment,British Columbia,32.55,33.18,33.98,34.62,35.14,35.68,36.34,36.98,37.47,37.88,38.29,1.90%,1.40%,1.60%
#1432,"Payroll clerks											",Rail transportation,Employment,British Columbia,11.28,12.25,12.46,12.48,12.63,13.19,13.44,13.62,13.77,13.95,14.15,3.20%,1.40%,2.30%
#1432,"Payroll clerks											",Water transportation,Employment,British Columbia,41.93,43.48,44.12,44.38,44.69,45.25,45.51,45.68,45.83,45.88,46,1.50%,0.30%,0.90%
#1432,"Payroll clerks											",Truck transportation,Employment,British Columbia,133.54,136.15,138.94,141.15,143.02,145.58,148.13,150.49,152.23,153.69,155.16,1.70%,1.30%,1.50%
#1432,"Payroll clerks											",Support activities for transportation,Employment,British Columbia,31.93,32.78,33.51,34.04,34.53,35.21,35.87,36.49,36.96,37.37,37.79,2.00%,1.40%,1.70%
#1432,"Payroll clerks											","Transit, sightseeing, and pipeline transportation",Employment,British Columbia,78,78.2,79.61,80.93,82.18,83.78,85.54,87.28,88.52,89.62,90.66,1.40%,1.60%,1.50%
#1432,"Payroll clerks											",Warehousing and storage,Employment,British Columbia,4.94,6.09,6.34,6.3,6.35,6.68,6.73,6.73,6.76,6.83,6.91,6.20%,0.70%,3.40%
#1432,"Payroll clerks											",Publishing industries,Employment,British Columbia,9.22,9.57,9.9,10.24,10.4,10.65,10.84,10.98,11.12,11.26,11.4,2.90%,1.40%,2.10%
#1432,"Payroll clerks											",Motion picture and sound recording industries,Employment,British Columbia,52.84,54.78,56.69,58.58,60.48,62.48,64.75,67.01,69.19,71.34,73.56,3.40%,3.30%,3.40%
#1432,"Payroll clerks											",Telecommunications,Employment,British Columbia,29.25,29.46,29.64,30.04,30.03,30.2,30.74,30.92,31.35,31.79,32.25,0.60%,1.30%,1.00%
#1432,"Payroll clerks											","Broadcasting, data processing, and information",Employment,British Columbia,14.94,16,16.52,16.8,17.03,17.29,17.52,17.75,17.97,18.18,18.4,3.00%,1.30%,2.10%
#1432,"Payroll clerks											",Finance,Employment,British Columbia,117.24,119.92,122.11,123.86,125.39,126.62,127.95,129.3,130.56,131.84,133.24,1.60%,1.00%,1.30%
#1432,"Payroll clerks											",Insurance carriers and related activities,Employment,British Columbia,148.89,150.76,152.94,154.95,156.77,158.17,159.76,161.36,162.84,164.31,165.93,1.20%,1.00%,1.10%
#1432,"Payroll clerks											",Real estate rental and leasing,Employment,British Columbia,69.74,69.41,69.58,70.05,70.76,71.62,72.33,73.02,73.68,74.38,75.15,0.50%,1.00%,0.70%
#1432,"Payroll clerks											","Architectural, engineering and related services",Employment,British Columbia,90.72,93.82,95.82,97.46,99.37,101.62,103.63,105.49,107.18,108.78,110.43,2.30%,1.70%,2.00%
#1432,"Payroll clerks											",Computer systems design and related services,Employment,British Columbia,38.42,39.32,40.44,41.48,42.5,44.03,45.8,47.75,49.7,51.77,53.71,2.80%,4.10%,3.40%
#1432,"Payroll clerks											","Management, scientific and technical consulting services",Employment,British Columbia,63.58,64.38,65.29,66.22,67.34,68.67,69.94,71.09,72.1,72.95,73.89,1.60%,1.50%,1.50%
#1432,"Payroll clerks											","Legal, accounting, design, research, and advertising services",Employment,British Columbia,257.2,259.53,264.57,271.16,277.85,283.37,289.65,295.22,300.42,303.85,309.05,2.00%,1.80%,1.90%
#1432,"Payroll clerks											",Management of companies and enterprises & administrative and support,Employment,British Columbia,224.34,228.5,232.4,235.96,239.46,242.42,245.73,248.14,249.31,250.42,250.92,1.60%,0.70%,1.10%
#1432,"Payroll clerks											",Elementary and secondary schools,Employment,British Columbia,167.38,168.69,169.63,170.88,172.44,173.95,175.34,176.41,177.49,178.86,180.4,0.80%,0.70%,0.80%
#1432,"Payroll clerks											",Community colleges,Employment,British Columbia,51.52,51.66,51.97,52.31,52.61,52.84,53.25,53.41,53.68,54.08,54.66,0.50%,0.70%,0.60%
#1432,"Payroll clerks											",Universities,Employment,British Columbia,59.3,59.3,59.53,59.79,60.02,60.24,60.76,61.39,62.27,63.35,64.44,0.30%,1.40%,0.80%
#1432,"Payroll clerks											",Private and  trades education,Employment,British Columbia,23.8,23.58,23.56,23.52,23.47,23.36,23.3,23.24,23.27,23.31,23.32,-0.40%,0.00%,-0.20%
#1432,"Payroll clerks											",Ambulatory health care services,Employment,British Columbia,121.05,123.52,126.3,129.11,131.81,134.56,137.49,140.51,143.75,147.12,150.58,2.10%,2.30%,2.20%
#1432,"Payroll clerks											",Hospitals,Employment,British Columbia,260.93,263.81,267.32,270.42,273.27,276.2,279.43,282.88,286.71,290.78,294.98,1.10%,1.30%,1.20%
#1432,"Payroll clerks											",Nursing and residential care facilities,Employment,British Columbia,127.14,131.36,135.92,140.56,145.29,150.21,155.47,161.07,167.09,173.43,180.03,3.40%,3.70%,3.50%
#1432,"Payroll clerks											",Social assistance,Employment,British Columbia,105.05,105.73,105.99,106.27,107.72,109.21,110.65,111.72,112.72,113.7,114.8,0.80%,1.00%,0.90%
